frame, gt_idx, det_idx,  IoU, JIoU(det&gt), JIoU(det&gt_unc), JIoU ratio
003852,     7,      7,  0.77,   0.46,     0.26,     1.75
003854,     0,      0,  0.55,   0.53,     0.90,     0.59
003854,     2,      1,  0.93,   0.81,     0.94,     0.86
003854,     3,      2,  0.92,   0.84,     0.77,     1.09
003856,     2,      1,  0.75,   0.75,     0.85,     0.88
003859,     1,      1,  0.88,   0.85,     0.85,     1.00
003859,     2,      4,  0.79,   0.38,     0.22,     1.73
003859,     3,      2,  0.83,   0.75,     0.87,     0.87
003859,     4,      3,  0.84,   0.80,     0.66,     1.22
003860,     2,      2,  0.84,   0.75,     1.00,     0.75
003860,     3,      3,  0.92,   0.85,     0.89,     0.96
003864,     0,      4,  0.77,   0.80,     0.76,     1.06
003864,     2,     11,  0.85,   0.73,     0.72,     1.00
003864,     3,      6,  0.88,   0.88,     0.73,     1.21
003864,     4,      3,  0.88,   0.80,     0.85,     0.94
003864,     5,      9,  0.87,   0.77,     0.88,     0.87
003864,     6,      1,  0.81,   0.78,     0.84,     0.93
003864,     7,      0,  0.85,   0.74,     1.00,     0.74
003866,     0,      2,  0.91,   0.80,     0.95,     0.84
003866,     2,      0,  0.91,   0.77,     1.00,     0.77
003866,     3,      1,  0.92,   0.78,     1.00,     0.78
003866,     4,      3,  0.94,   0.86,     0.86,     1.01
003866,     5,      4,  0.95,   0.85,     0.81,     1.06
003869,     0,      1,  0.93,   0.42,     0.26,     1.63
003870,     1,      0,  0.89,   0.76,     1.00,     0.76
003870,     2,      2,  0.93,   0.79,     0.94,     0.85
003870,     3,      6,  0.82,   0.71,     1.00,     0.71
003870,     4,      8,  0.79,   0.75,     0.89,     0.84
003870,     5,      9,  0.80,   0.80,     0.81,     0.99
003870,     6,      7,  0.85,   0.76,     0.87,     0.88
003870,     7,      4,  0.92,   0.79,     0.93,     0.85
003870,     8,      3,  0.89,   0.83,     0.90,     0.92
003870,     9,      5,  0.90,   0.85,     0.77,     1.10
003872,     0,      2,  0.86,   0.84,     0.82,     1.02
003872,     3,      0,  0.91,   0.80,     0.94,     0.86
003872,     4,      1,  0.96,   0.79,     1.00,     0.79
003872,     5,     10,  0.78,   0.54,     0.31,     1.74
003872,     6,      3,  0.89,   0.84,     0.88,     0.95
003872,     7,      5,  0.82,   0.70,     0.59,     1.20
003872,    10,      8,  0.66,   0.63,     0.51,     1.23
003873,     1,      0,  0.83,   0.69,     0.54,     1.28
003874,     1,      0,  0.77,   0.75,     0.83,     0.90
003878,     0,      0,  0.79,   0.50,     0.34,     1.47
003879,     0,      0,  0.92,   0.76,     1.00,     0.76
003879,     3,     -1,  0.00,   0.00,     0.21,     0.00
003879,     4,      4,  0.21,   0.62,     0.85,     0.73
003881,     2,      0,  0.81,   0.45,     0.34,     1.32
003881,     3,      2,  0.73,   0.61,     0.40,     1.52
003883,     1,      0,  0.81,   0.82,     0.86,     0.95
003883,     2,      1,  0.88,   0.77,     0.91,     0.85
003883,     3,      2,  0.70,   0.57,     0.39,     1.47
003885,     0,      0,  0.89,   0.79,     0.93,     0.85
003885,     1,      1,  0.91,   0.85,     0.86,     0.99
003885,     3,      3,  0.80,   0.75,     0.83,     0.91
003885,     5,      4,  0.84,   0.76,     0.82,     0.92
003885,     6,      5,  0.83,   0.83,     0.77,     1.08
003886,     0,      0,  0.86,   0.81,     0.91,     0.89
003886,     2,      1,  0.90,   0.75,     1.00,     0.75
003886,     3,      4,  0.76,   0.77,     0.79,     0.98
003886,     4,      2,  0.70,   0.72,     0.80,     0.90
003891,     0,      1,  0.95,   0.78,     1.00,     0.78
003891,     2,      4,  0.84,   0.84,     0.86,     0.97
003891,     3,      0,  0.89,   0.79,     0.95,     0.83
003891,     4,      5,  0.89,   0.79,     0.89,     0.89
003891,     5,      3,  0.84,   0.79,     0.89,     0.88
003892,     0,      1,  0.75,   0.69,     0.84,     0.82
003892,     1,      0,  0.91,   0.75,     1.00,     0.75
003892,     2,      2,  0.87,   0.81,     0.88,     0.92
003894,     0,      0,  0.85,   0.78,     1.00,     0.78
003894,     1,      1,  0.93,   0.78,     1.00,     0.78
003894,     2,      4,  0.84,   0.77,     0.93,     0.82
003894,     3,      6,  0.88,   0.75,     0.95,     0.79
003894,     4,      3,  0.86,   0.75,     1.00,     0.75
003894,     6,      5,  0.82,   0.83,     0.72,     1.15
003898,     2,      2,  0.87,   0.72,     1.00,     0.72
003898,     3,      0,  0.97,   0.80,     1.00,     0.80
003898,     4,      1,  0.93,   0.76,     1.00,     0.76
003899,     0,      0,  0.62,   0.63,     0.85,     0.74
003901,     0,      9,  0.86,   0.49,     0.34,     1.43
003901,     1,      6,  0.87,   0.86,     0.82,     1.05
003901,     2,      7,  0.84,   0.80,     0.79,     1.02
003901,     3,      4,  0.91,   0.84,     0.85,     0.99
003901,     4,      3,  0.96,   0.82,     0.87,     0.95
003901,     5,      8,  0.81,   0.78,     0.75,     1.04
003901,     6,      2,  0.83,   0.73,     1.00,     0.73
003901,     7,      1,  0.92,   0.85,     0.92,     0.92
003901,     8,      0,  0.89,   0.76,     0.89,     0.86
003902,     0,      1,  0.92,   0.79,     0.94,     0.84
003902,     1,      0,  0.91,   0.86,     0.88,     0.98
003902,     2,      2,  0.85,   0.80,     0.88,     0.92
003902,     3,      5,  0.88,   0.84,     0.81,     1.04
003902,     4,      6,  0.71,   0.55,     0.35,     1.59
003902,     7,      3,  0.65,   0.68,     0.76,     0.90
003907,     2,      2,  0.70,   0.71,     0.82,     0.87
003909,     2,      1,  0.87,   0.82,     0.90,     0.91
003909,     3,      4,  0.91,   0.86,     0.81,     1.06
003909,     4,      3,  0.71,   0.75,     0.73,     1.03
003915,     0,      9,  0.75,   0.72,     0.87,     0.82
003915,     1,      4,  0.93,   0.88,     0.86,     1.03
003915,     2,      7,  0.87,   0.82,     0.82,     1.01
003915,     3,      6,  0.90,   0.85,     0.81,     1.05
003915,     4,      5,  0.81,   0.74,     0.87,     0.85
003915,     5,      3,  0.88,   0.77,     0.91,     0.84
003915,     6,      8,  0.87,   0.77,     0.81,     0.95
003915,     7,      2,  0.89,   0.75,     1.00,     0.75
003915,     8,      1,  0.87,   0.80,     0.93,     0.86
003915,     9,      0,  0.88,   0.78,     1.00,     0.78
003916,     0,      0,  0.67,   0.61,     0.50,     1.22
003916,     3,      1,  0.84,   0.81,     0.85,     0.96
003920,     1,      0,  0.93,   0.90,     0.79,     1.14
003920,     2,      1,  0.86,   0.76,     0.89,     0.86
003920,     3,      2,  0.77,   0.66,     0.50,     1.32
003923,     0,      4,  0.95,   0.81,     0.95,     0.86
003923,     2,      1,  0.95,   0.78,     1.00,     0.78
003923,     3,      2,  0.96,   0.82,     0.91,     0.90
003923,     4,      6,  0.91,   0.86,     0.80,     1.08
003923,     5,      3,  0.95,   0.89,     0.85,     1.04
003923,     6,      7,  0.96,   0.80,     0.69,     1.16
003923,     7,      5,  0.95,   0.80,     0.68,     1.17
003924,     7,      0,  0.96,   0.80,     1.00,     0.80
003924,     9,      1,  0.69,   0.75,     0.88,     0.86
003926,     0,      0,  0.94,   0.77,     1.00,     0.77
003931,     0,      4,  0.95,   0.83,     0.90,     0.91
003931,     1,      1,  0.90,   0.78,     1.00,     0.78
003931,     2,      0,  0.92,   0.78,     0.93,     0.84
003931,     3,      2,  0.97,   0.87,     0.84,     1.04
003931,     4,      6,  0.87,   0.71,     0.57,     1.23
003931,     5,      3,  0.93,   0.86,     0.73,     1.17
003931,     6,      7,  0.86,   0.54,     0.42,     1.29
003931,     7,      5,  0.92,   0.71,     0.57,     1.25
003932,     1,      0,  0.93,   0.78,     1.00,     0.78
003932,     2,      1,  0.89,   0.80,     0.94,     0.85
003932,     3,      2,  0.92,   0.83,     0.76,     1.08
003932,     4,      4,  0.93,   0.88,     0.78,     1.13
003934,     0,      1,  0.68,   0.61,     0.89,     0.69
003934,     3,      2,  0.91,   0.82,     0.89,     0.92
003937,     0,      1,  0.82,   0.79,     0.79,     1.00
003937,     1,      0,  0.92,   0.76,     1.00,     0.76
003937,     2,      2,  0.94,   0.82,     0.93,     0.89
003937,     3,      3,  0.87,   0.79,     0.87,     0.90
003937,     4,     -1,  0.00,   0.00,     0.24,     0.00
003938,     1,      2,  0.91,   0.77,     1.00,     0.77
003938,     2,      3,  0.91,   0.79,     0.95,     0.84
003938,     4,      1,  0.86,   0.86,     0.90,     0.95
003938,     5,      4,  0.93,   0.86,     0.89,     0.96
003938,     6,      5,  0.90,   0.88,     0.82,     1.07
003938,     7,      6,  0.77,   0.76,     0.72,     1.05
003943,     0,      1,  0.74,   0.59,     0.44,     1.34
003943,     2,      0,  0.91,   0.86,     0.84,     1.03
003943,     4,      2,  0.84,   0.47,     0.25,     1.87
003945,     2,      0,  0.84,   0.78,     0.93,     0.84
003946,     1,      0,  0.92,   0.79,     0.93,     0.86
003948,     0,      1,  0.62,   0.59,     0.89,     0.66
003956,     1,      1,  0.90,   0.86,     0.89,     0.96
003958,     1,      3,  0.90,   0.86,     0.88,     0.97
003958,     2,      4,  0.92,   0.81,     0.82,     0.99
003958,     3,      7,  0.94,   0.79,     0.63,     1.25
003958,     4,      8,  0.82,   0.84,     0.78,     1.07
003958,     5,      9,  0.82,   0.51,     0.39,     1.31
003958,     7,      1,  0.90,   0.78,     1.00,     0.78
003961,     2,      0,  0.89,   0.80,     0.90,     0.89
003961,     3,      2,  0.72,   0.71,     0.79,     0.89
003962,     0,      0,  0.88,   0.76,     1.00,     0.76
003964,     0,      0,  0.90,   0.86,     0.85,     1.02
003964,     1,      1,  0.85,   0.83,     0.86,     0.97
003964,     2,      4,  0.74,   0.52,     0.32,     1.60
003965,     2,      1,  0.82,   0.72,     0.92,     0.78
003970,     1,      2,  0.63,   0.69,     0.55,     1.25
003975,     0,      0,  0.92,   0.79,     1.00,     0.79
003975,     1,      1,  0.82,   0.78,     0.83,     0.94
003975,     3,      4,  0.86,   0.79,     0.85,     0.93
003975,     4,      2,  0.86,   0.83,     0.80,     1.03
003975,     5,     10,  0.88,   0.55,     0.36,     1.52
003975,     7,      3,  0.84,   0.83,     0.86,     0.97
003977,     1,      1,  0.76,   0.78,     0.70,     1.12
003980,     0,      1,  0.91,   0.79,     1.00,     0.79
003980,     1,      0,  0.94,   0.79,     1.00,     0.79
003980,     2,      2,  0.97,   0.82,     0.95,     0.87
003980,     4,      3,  0.90,   0.77,     0.66,     1.16
003980,     5,      6,  0.74,   0.70,     0.60,     1.17
003980,     6,      5,  0.91,   0.55,     0.39,     1.40
003980,     7,      4,  0.87,   0.59,     0.45,     1.31
003980,     8,      7,  0.17,   0.46,     0.30,     1.54
003982,     1,      0,  0.85,   0.78,     1.00,     0.78
003982,     3,      4,  0.86,   0.80,     0.88,     0.92
003982,     4,      2,  0.86,   0.76,     0.94,     0.81
003982,     5,      3,  0.81,   0.81,     0.89,     0.91
003982,     6,      1,  0.89,   0.87,     0.90,     0.97
003982,     7,      6,  0.78,   0.81,     0.72,     1.12
003982,     8,      5,  0.83,   0.81,     0.72,     1.13
003984,     1,      1,  0.90,   0.76,     1.00,     0.76
003984,     2,      0,  0.84,   0.75,     1.00,     0.75
003984,     3,      2,  0.87,   0.78,     0.93,     0.84
003984,     4,      9,  0.90,   0.49,     0.32,     1.55
003984,     5,      6,  0.82,   0.76,     0.88,     0.87
003984,     6,      3,  0.87,   0.83,     0.82,     1.01
003984,     7,      4,  0.89,   0.66,     0.53,     1.23
003984,     8,      5,  0.80,   0.77,     0.80,     0.96
003984,     9,     12,  0.78,   0.76,     0.75,     1.01
003986,     0,      2,  0.84,   0.77,     1.00,     0.77
003986,     1,      1,  0.78,   0.80,     0.93,     0.85
003986,     2,      0,  0.90,   0.85,     0.90,     0.94
003986,     3,      3,  0.88,   0.85,     0.91,     0.94
003986,     4,      4,  0.91,   0.89,     0.82,     1.09
003986,     7,      5,  0.88,   0.87,     0.77,     1.14
003992,     0,      2,  0.64,   0.59,     0.46,     1.26
003992,     2,      0,  0.90,   0.84,     0.87,     0.96
003992,     3,      1,  0.84,   0.64,     0.47,     1.38
003996,     0,      1,  0.90,   0.56,     0.45,     1.24
003996,     1,      0,  0.94,   0.77,     1.00,     0.77
003996,     2,      2,  0.91,   0.83,     0.87,     0.95
003998,     0,      0,  0.69,   0.61,     1.00,     0.61
003998,     1,      1,  0.89,   0.76,     1.00,     0.76
004000,     0,      0,  0.75,   0.46,     0.33,     1.42
004001,     0,      0,  0.93,   0.43,     0.30,     1.40
004004,     0,      2,  0.91,   0.77,     1.00,     0.77
004004,     1,      1,  0.91,   0.76,     1.00,     0.76
004004,     2,      0,  0.98,   0.83,     0.93,     0.89
004004,     3,      3,  0.88,   0.85,     0.84,     1.01
004004,     4,      5,  0.92,   0.56,     0.42,     1.34
004004,     5,      4,  0.86,   0.86,     0.83,     1.04
004004,     6,      6,  0.70,   0.53,     0.36,     1.48
004007,     1,      1,  0.87,   0.78,     1.00,     0.78
004007,     2,      2,  0.90,   0.79,     0.92,     0.86
004007,     3,      4,  0.91,   0.80,     0.92,     0.87
004007,     4,      7,  0.46,   0.60,     0.94,     0.64
004007,     5,      5,  0.91,   0.79,     0.94,     0.84
004007,     7,      6,  0.87,   0.82,     0.69,     1.19
004007,     8,      8,  0.75,   0.67,     0.51,     1.30
004008,     0,      0,  0.90,   0.76,     1.00,     0.76
004009,     0,      1,  0.89,   0.87,     0.84,     1.03
004009,     1,      2,  0.85,   0.84,     0.75,     1.12
004009,     3,      3,  0.80,   0.76,     0.80,     0.96
004010,     0,      5,  0.93,   0.50,     0.40,     1.27
004010,     2,      1,  0.94,   0.85,     0.92,     0.92
004010,     3,      0,  0.96,   0.79,     0.92,     0.86
004010,     4,      4,  0.93,   0.89,     0.78,     1.13
004010,     5,      3,  0.91,   0.86,     0.86,     1.01
004011,     1,      0,  0.95,   0.77,     1.00,     0.77
004011,     2,      2,  0.82,   0.77,     0.92,     0.84
004016,     0,      1,  0.89,   0.53,     0.39,     1.34
004016,     1,      0,  0.87,   0.84,     0.71,     1.17
004016,     2,      4,  0.64,   0.52,     0.34,     1.54
004026,     0,      0,  0.92,   0.84,     0.84,     1.00
004028,     8,      0,  0.90,   0.79,     1.00,     0.79
004028,     9,      1,  0.81,   0.81,     0.93,     0.87
004032,     0,      3,  0.93,   0.78,     1.00,     0.78
004032,     2,      2,  0.90,   0.76,     1.00,     0.76
004032,     3,      1,  0.95,   0.79,     1.00,     0.79
004032,     4,      6,  0.92,   0.85,     0.88,     0.96
004032,     5,      4,  0.91,   0.82,     0.91,     0.91
004032,     6,      5,  0.92,   0.84,     0.81,     1.05
004032,     7,      7,  0.92,   0.74,     0.62,     1.19
004032,     8,      8,  0.88,   0.58,     0.43,     1.36
004032,     9,      9,  0.93,   0.82,     0.68,     1.21
004033,     1,      1,  0.91,   0.76,     1.00,     0.76
004033,     2,      2,  0.92,   0.77,     1.00,     0.77
004034,     2,      2,  0.89,   0.84,     0.82,     1.03
004036,     1,      0,  0.78,   0.76,     0.80,     0.95
004036,     2,      2,  0.73,   0.76,     0.74,     1.02
004038,     2,      3,  0.89,   0.75,     1.00,     0.75
004038,     3,      2,  0.93,   0.83,     0.93,     0.90
004038,     5,      4,  0.86,   0.84,     0.77,     1.09
004041,     2,      0,  0.82,   0.82,     0.71,     1.15
004042,     3,     -1,  0.00,   0.00,     0.54,     0.00
004045,     0,      0,  0.92,   0.77,     1.00,     0.77
004045,     3,      1,  0.85,   0.71,     1.00,     0.71
004045,     4,      7,  0.88,   0.79,     0.88,     0.90
004045,     5,      4,  0.77,   0.71,     0.89,     0.80
004045,     6,      3,  0.89,   0.82,     0.85,     0.97
004045,     8,     10,  0.91,   0.78,     0.93,     0.84
004045,    10,      5,  0.92,   0.82,     0.73,     1.13
004045,    11,      9,  0.84,   0.75,     0.60,     1.25
004048,     1,      0,  0.86,   0.79,     0.92,     0.86
004051,     0,      1,  0.87,   0.75,     1.00,     0.75
004051,     2,      0,  0.84,   0.76,     1.00,     0.76
004051,     3,      2,  0.86,   0.82,     0.88,     0.94
004051,     4,      4,  0.88,   0.83,     0.89,     0.93
004051,     5,      8,  0.78,   0.78,     0.79,     0.99
004051,     6,      6,  0.83,   0.82,     0.77,     1.06
004051,     7,      5,  0.87,   0.74,     0.64,     1.15
004051,     8,      7,  0.78,   0.72,     0.62,     1.16
004051,     9,     12,  0.84,   0.72,     0.90,     0.80
004059,     0,      0,  0.86,   0.80,     0.92,     0.87
004061,     0,      2,  0.94,   0.51,     0.40,     1.27
004061,     2,      1,  0.93,   0.82,     0.92,     0.89
004063,     1,      5,  0.89,   0.73,     1.00,     0.73
004063,     2,      0,  0.93,   0.79,     1.00,     0.79
004063,     3,      1,  0.89,   0.83,     0.94,     0.89
004063,     4,      3,  0.81,   0.85,     0.84,     1.00
004063,     5,      4,  0.87,   0.86,     0.80,     1.07
004063,     6,      8,  0.80,   0.81,     0.72,     1.13
004063,     7,      6,  0.82,   0.75,     0.61,     1.22
004063,     8,      7,  0.84,   0.54,     0.40,     1.37
004064,     0,      4,  0.85,   0.40,     0.27,     1.48
004064,     2,      1,  0.04,   0.56,     0.35,     1.61
004065,     0,      0,  0.75,   0.75,     0.93,     0.81
004065,    14,      2,  0.55,   0.69,     0.40,     1.72
004068,     1,      0,  0.92,   0.79,     0.93,     0.86
004068,     2,      1,  0.83,   0.81,     0.87,     0.93
004072,     0,      0,  0.91,   0.85,     0.83,     1.02
004074,     0,      1,  0.83,   0.78,     0.93,     0.84
004074,     1,      0,  0.90,   0.88,     0.81,     1.09
004077,     0,      0,  0.67,   0.65,     0.85,     0.77
004079,     0,      0,  0.90,   0.77,     1.00,     0.77
004081,     1,      0,  0.76,   0.81,     0.75,     1.08
004082,     0,      3,  0.90,   0.83,     0.87,     0.96
004082,     1,      0,  0.93,   0.77,     1.00,     0.77
004082,     2,      2,  0.91,   0.83,     0.88,     0.94
004082,     3,      1,  0.93,   0.85,     0.91,     0.94
