frame, gt_idx, det_idx,  IoU, JIoU(gt_unc&det_unc), JIoU(gt_unc&gt), JIoU(gt_unc&det), JIoU ratio
002414,     5,      4,  0.92,   0.29,     0.24,     0.24,     1.22
002414,     6,     -1,  0.00,   0.00,     0.48,     0.00,     0.00
002414,     7,      6,  0.84,   0.71,     0.63,     0.62,     1.12
002414,     9,     -1,  0.00,   0.00,     0.36,     0.00,     0.00
002415,     5,      5,  0.88,   0.65,     0.59,     0.59,     1.10
002418,     5,      2,  0.85,   0.42,     0.40,     0.38,     1.05
002419,     7,      6,  0.56,   0.58,     0.57,     0.45,     1.03
002419,     8,     -1,  0.00,   0.00,     0.25,     0.00,     0.00
002420,     0,      1,  0.77,   0.30,     0.25,     0.26,     1.18
002425,     0,      0,  0.78,   0.33,     0.26,     0.27,     1.23
002450,    10,      8,  0.82,   0.30,     0.27,     0.27,     1.11
002455,     6,      7,  0.87,   0.36,     0.30,     0.31,     1.23
002461,     2,      2,  0.62,   0.39,     0.34,     0.24,     1.14
002461,     7,      3,  0.84,   0.53,     0.47,     0.47,     1.12
002462,     4,      4,  0.94,   0.68,     0.65,     0.65,     1.04
002476,     6,      7,  0.24,   0.35,     0.42,     0.27,     0.83
002476,     7,      6,  0.82,   0.72,     0.69,     0.61,     1.04
002486,     0,      6,  0.86,   0.30,     0.27,     0.27,     1.11
002486,     7,      7,  0.74,   0.53,     0.52,     0.44,     1.01
002492,     0,      0,  0.75,   0.40,     0.39,     0.38,     1.02
002495,     5,      6,  0.81,   0.27,     0.21,     0.21,     1.28
002497,     3,      3,  0.67,   0.68,     0.70,     0.63,     0.98
002503,     0,     10,  0.25,   0.35,     0.46,     0.25,     0.75
002503,     1,      6,  0.90,   0.53,     0.50,     0.49,     1.05
002506,     0,      1,  0.73,   0.31,     0.27,     0.26,     1.14
002509,     3,      3,  0.87,   0.60,     0.52,     0.52,     1.15
002520,     6,      7,  0.65,   0.51,     0.38,     0.26,     1.33
002520,     7,      5,  0.74,   0.33,     0.25,     0.27,     1.31
002538,     0,      0,  0.62,   0.54,     0.59,     0.50,     0.92
002539,     3,      1,  0.76,   0.65,     0.62,     0.59,     1.04
002540,     0,      3,  0.93,   0.43,     0.40,     0.40,     1.08
002540,     5,     -1,  0.00,   0.00,     0.57,     0.00,     0.00
002540,     6,      4,  0.90,   0.40,     0.34,     0.35,     1.18
002540,    10,      7,  0.81,   0.46,     0.42,     0.42,     1.10
002541,     2,      2,  0.86,   0.55,     0.52,     0.51,     1.06
002543,     4,     -1,  0.00,   0.00,     0.35,     0.00,     0.00
002552,     0,      4,  0.84,   0.30,     0.28,     0.27,     1.07
002556,     0,      1,  0.84,   0.37,     0.31,     0.31,     1.17
002558,     6,      8,  0.84,   0.68,     0.62,     0.61,     1.09
002558,     9,      9,  0.89,   0.64,     0.58,     0.58,     1.10
002563,     1,      2,  0.56,   0.46,     0.42,     0.36,     1.09
002569,     0,      1,  0.82,   0.35,     0.34,     0.32,     1.02
002570,     4,      4,  0.90,   0.69,     0.67,     0.67,     1.03
002572,     0,      1,  0.86,   0.49,     0.47,     0.47,     1.03
002572,     5,      3,  0.24,   0.35,     0.54,     0.29,     0.65
002575,     5,      5,  0.88,   0.63,     0.54,     0.53,     1.16
002584,     0,      2,  0.90,   0.42,     0.40,     0.40,     1.07
002594,     6,      6,  0.88,   0.38,     0.29,     0.30,     1.32
002594,     7,      5,  0.90,   0.48,     0.44,     0.43,     1.09
002599,     0,      2,  0.87,   0.49,     0.46,     0.46,     1.08
002599,     3,     -1,  0.00,   0.00,     0.35,     0.00,     0.00
002599,     6,     -1,  0.00,   0.00,     0.46,     0.00,     0.00
002600,     0,      0,  0.87,   0.53,     0.50,     0.50,     1.06
002601,     5,      4,  0.91,   0.55,     0.52,     0.52,     1.06
002602,     0,      0,  0.83,   0.68,     0.64,     0.65,     1.05
002615,    15,     -1,  0.00,   0.00,     0.44,     0.00,     0.00
002619,     0,     -1,  0.00,   0.00,     0.39,     0.00,     0.00
002625,     0,      2,  0.86,   0.33,     0.27,     0.28,     1.21
002626,     7,      1,  0.82,   0.59,     0.53,     0.54,     1.10
002631,     5,      4,  0.82,   0.76,     0.68,     0.64,     1.13
002635,     3,      5,  0.88,   0.76,     0.68,     0.68,     1.11
002635,     4,      3,  0.90,   0.69,     0.63,     0.63,     1.09
002635,     6,      6,  0.92,   0.53,     0.46,     0.46,     1.16
002636,     1,      1,  0.71,   0.62,     0.53,     0.51,     1.17
002638,     8,     10,  0.91,   0.57,     0.52,     0.53,     1.10
002638,     9,      9,  0.85,   0.76,     0.65,     0.66,     1.17
002638,    11,     12,  0.79,   0.22,     0.20,     0.19,     1.10
002644,     4,     -1,  0.00,   0.00,     0.35,     0.00,     0.00
002644,     6,      6,  0.87,   0.65,     0.61,     0.58,     1.07
002661,     0,      1,  0.62,   0.32,     0.28,     0.29,     1.16
002681,     0,      3,  0.18,   0.46,     0.69,     0.14,     0.66
002685,     5,      3,  0.75,   0.59,     0.51,     0.55,     1.15
002690,     0,     -1,  0.00,   0.00,     0.27,     0.00,     0.00
002692,     3,     -1,  0.00,   0.00,     0.58,     0.00,     0.00
002695,     1,      0,  0.11,   0.67,     0.69,     0.16,     0.97
002702,     0,      2,  0.84,   0.39,     0.34,     0.34,     1.13
002702,     2,      1,  0.93,   0.54,     0.42,     0.43,     1.28
002711,     0,      6,  0.91,   0.37,     0.35,     0.34,     1.07
002711,     6,      7,  0.81,   0.68,     0.64,     0.60,     1.06
002711,     7,      8,  0.03,   0.32,     0.32,     0.01,     1.02
002711,    11,      9,  0.67,   0.32,     0.27,     0.27,     1.21
002713,     0,      0,  0.80,   0.40,     0.34,     0.33,     1.20
002724,     4,      2,  0.77,   0.75,     0.65,     0.63,     1.15
002726,     2,      2,  0.01,   0.64,     0.66,     0.01,     0.97
002730,     2,      5,  0.80,   0.70,     0.69,     0.65,     1.01
002730,     3,      7,  0.76,   0.74,     0.70,     0.64,     1.07
002737,     5,      3,  0.86,   0.49,     0.46,     0.45,     1.06
002744,     2,      2,  0.68,   0.72,     0.70,     0.57,     1.04
002745,     5,      2,  0.86,   0.64,     0.61,     0.58,     1.06
002746,     7,      5,  0.88,   0.37,     0.34,     0.32,     1.08
002747,     4,      3,  0.93,   0.54,     0.50,     0.50,     1.08
002747,     5,      5,  0.88,   0.59,     0.56,     0.55,     1.07
002752,     0,      2,  0.88,   0.65,     0.63,     0.62,     1.03
002752,     4,      7,  0.21,   0.26,     0.22,     0.18,     1.16
002753,     8,      8,  0.86,   0.66,     0.58,     0.58,     1.13
002760,     3,      2,  0.87,   0.78,     0.69,     0.67,     1.12
002765,     2,      2,  0.82,   0.61,     0.55,     0.50,     1.10
002775,     9,      0,  0.83,   0.63,     0.56,     0.53,     1.13
002783,     1,      1,  0.88,   0.75,     0.69,     0.68,     1.08
002786,     5,      7,  0.71,   0.33,     0.26,     0.25,     1.28
002789,     2,      2,  0.93,   0.73,     0.70,     0.69,     1.05
002789,     4,     -1,  0.00,   0.00,     0.43,     0.00,     0.00
002793,     5,      6,  0.83,   0.46,     0.43,     0.42,     1.06
002793,     6,     10,  0.54,   0.52,     0.54,     0.37,     0.97
002794,     2,      7,  0.01,   0.66,     0.56,     0.01,     1.17
002794,     4,      1,  0.73,   0.63,     0.62,     0.57,     1.01
002794,     7,      5,  0.74,   0.46,     0.41,     0.41,     1.15
002806,     4,     -1,  0.00,   0.00,     0.42,     0.00,     0.00
002809,     0,      0,  0.62,   0.45,     0.41,     0.41,     1.11
002809,     3,      1,  0.80,   0.42,     0.37,     0.37,     1.15
002812,     8,     10,  0.80,   0.72,     0.66,     0.63,     1.09
002814,     0,      1,  0.85,   0.36,     0.32,     0.32,     1.14
002815,     8,     13,  0.77,   0.59,     0.53,     0.51,     1.11
002815,     9,      6,  0.78,   0.68,     0.64,     0.63,     1.06
002815,    10,      9,  0.89,   0.70,     0.62,     0.63,     1.12
002815,    14,     11,  0.87,   0.70,     0.66,     0.60,     1.05
002818,     4,     -1,  0.00,   0.00,     0.42,     0.00,     0.00
002818,     7,      5,  0.82,   0.66,     0.58,     0.55,     1.14
002826,     7,     10,  0.82,   0.71,     0.59,     0.59,     1.21
002827,     2,      2,  0.82,   0.67,     0.59,     0.59,     1.15
002827,     3,     -1,  0.00,   0.00,     0.38,     0.00,     0.00
002831,     6,      7,  0.73,   0.69,     0.68,     0.60,     1.01
002833,     0,      1,  0.50,   0.50,     0.44,     0.21,     1.12
002836,     1,      0,  0.86,   0.64,     0.57,     0.57,     1.11
002839,     6,      6,  0.05,   0.30,     0.21,     0.01,     1.43
002839,     7,     -1,  0.00,   0.00,     0.25,     0.00,     0.00
002840,     1,      1,  0.04,   0.54,     0.53,     0.01,     1.02
002846,     7,      5,  0.89,   0.51,     0.43,     0.46,     1.19
002847,     0,      6,  0.92,   0.41,     0.38,     0.38,     1.07
002853,     4,      2,  0.88,   0.72,     0.66,     0.67,     1.08
002853,     8,     11,  0.34,   0.66,     0.68,     0.30,     0.97
002853,     9,     13,  0.75,   0.51,     0.46,     0.43,     1.10
002856,     1,      2,  0.93,   0.60,     0.56,     0.56,     1.08
002858,     3,      3,  0.75,   0.73,     0.68,     0.64,     1.08
